imo,Title,Type,Country,State,Paid,Registration required,Governmental,Website,Description
112,Supreme Court of Bermuda,court,BM,,FALSE,FALSE,FALSE,http://www.commonlii.org/bm/cases/BMSC/,An online service of Bermuda's Supreme Court that provides access to a database with the decisions of the Supreme Court of Bermuda (BMSC) from the period of 2007 until 2016.
688,Bermuda Stock Exchange,business,BM,,FALSE,FALSE,TRUE,https://www.bsx.com//index.php,"The Official website of Bermuda Stock Exchange includes a list of issued securities, trading members, and annual reports."
781,Bermuda Registrar of Companies,business,BM,,TRUE,TRUE,TRUE,https://www.roc.gov.bm/roc/rocweb.nsf/roc?OpenFrameSet,"The Registrar of Companies (ROC) is a Bermuda Government Department, which falls under the Ministry of Finance. Its website has available official company documents, company name reservation, company fees, insolvency files, and real estate information. To access these, you need to set up a debit account."
150,Brunei Intellectual Property Office (BruIPO),ip,BN,,FALSE,FALSE,TRUE,http://www.bruipo.gov.bn/SitePages/search-portal.aspx,"The Brunei Intellectual Property Office (BruIPO) is an Office under the Attorney General`s Chambers (AGC). It is responsible for the registration and renewal of Patents, Trademarks, Industrial Designs and Plant Varieties Protection (PVP). The IP Search database allows a search of designs, patents and trademarks by keyword, and an advanced search by filing number, filing date and title."
144,Servicio Nacional de Propiedad Intelectual (SENAPI)  Ministerio de Desarrollo Productivo y Economía Plural,ip,BO,,FALSE,FALSE,TRUE,http://www.senapi.gob.bo/,"The official website of the Ministry for Intellectual Property where you can get the information about intellectual property, intellectual property rights, intangible technological contributions and other rights over intangible assets."
173,Supreme Court of Bolivia,court,BO,,FALSE,FALSE,TRUE,http://tsj.bo/,"The Supreme Court of Bolivia Official Website has its court decisions available online but you cannot search them by party name, just by date of publication"
355,Bolsa Boliviana de Valores,business,BO,,FALSE,FALSE,FALSE,https://www.bbv.com.bo/,The Bolivian Stock Market Exchange website includes information about investment funds. You can get also information on financing and making investments in the Bolivian stock market.
414,Commercial Registry of Bolivia,business,BO,,FALSE,FALSE,FALSE,http://www.fundempresa.org.bo/registro-de-comercio-de-bolivia/como-inscribir-una-empresa-en-bolivia/,"On the official website of Bolivia's Trade Registry, you can get the acts, contracts and company documents by searching for name, keyword, registration or the identification number of operating licenses."
842,Ministerio de Economía y Finanzas Públicas de Bolivia,business,BO,,FALSE,FALSE,TRUE,https://www.sicoes.gob.bo/portal/index.php,"This website has information about service providers to the government. You can search by company name, number, type of service or country of registration."
847,RUAT - Registro Unico para la Administracion Tributaria,business,BO,,FALSE,TRUE,TRUE,http://www.ruat.gob.bo/Principal.jsf,The website for this Bolivian tax authority has available information about moveable and immovable assets but you need to know their exact identification number such as cadastral code or property number.
,CNPJ National Register of Legal Entities,business,BR,,FALSE,FALSE ,TRUE,http://receita.economia.gov.br/orientacao/tributaria/cadastros/consultas-cnpj,"There are various ways to consult the national register of CNPJ legal entity numbers. You can use the proof of registration and status query and look by CNPJ number (which you can get from OpenCorporates). This will tell you the company status, sector, capital, contact information and management. You can also download the CNPJ Open Data as zip files, but these are very large and take a long time to download. They might tell more about management of a company."
154,"National Institute of Industrial Property Ministry of Development, Industry and Foreign Trade (INPI)",ip,BR,,FALSE,FALSE,TRUE,http://www.inpi.gov.br/portal/,"On the website of Brazil's National Institute of Industrial Property, Industry and Foreign Trade (INPI), you can find information about assets related to intellectual property; technology transfers; and the franchising and licensing of industrial property rights."
222,Federal Supreme Court of Brazil,court,BR,,FALSE,FALSE,TRUE,http://www.stf.jus.br/portal/principal/principal.asp,"The Federal Supreme Court of Brazil website includes access to a database of decisions that is in Portuguese. Additionally, the STF provides in English selected decisions and a list of issues on constitutional matters, as well as links to case law international databases."
338,Junta Comercial de São Paulo,business,BR,,FALSE,TRUE,TRUE,http://www.institucional.jucesp.sp.gov.br,"From the Brazilian Business Registry website, you can download company documents, registration data, and digitalized documents but registration is required. You can search by company name, company number, legal type, partners, directors, corporate purpose or geographical location."
391,Portal da Transparência,business,BR,,FALSE,FALSE,TRUE,http://www.transparencia.gov.br/,"Brazil's Federal Government Transparency Portal is an open access site where anyone can find information on how public money is used, as well as learn about related issues to public management in Brazil. You can get information about federal budgets and the federal government's finances."
,Portal do Tribunal de Contas da União,business,BR,,FALSE,FALSE,TRUE,http://portal.tcu.gov.br,Brazilian federal accountability office.
424,Junta Comercial do Estado de Goiás,business,BR,,FALSE,FALSE,TRUE,http://www.cge.go.gov.br/ouvidoria/Register_1.php,"The Goiás State Board of Trade (Juceg), in conducting process mapping and building strategic planning. From this website you can access to Citizen Information Service (SIC) where you can download documents which are available only in Portuguese."
439,Portal Brasileiro de Dados Abertos,ip,BR,,FALSE,FALSE,TRUE,http://dados.gov.br/,"At the Brazilian Open Data Portal, you have free access to data sets of the government, state organs, municipalities, and entities of the public administration."
,Conselho Brasilerio das Empresas Comerciais Importadoras e Exportadoras,business,BR,,FALSE,FALSE,FALSE,http://www.ceciex.com.br/,"This commercial database of registered import and export companies in Brazil allows you to search by company name, product, or industry. You need to register as an import/ export company to see the results."
551,Commercial Registry of Bahia,business,BR,,TRUE,FALSE,TRUE,http://www.juceb.ba.gov.br/servicos/,"The Commercial Registry of Bahia State has a search engine where you can search the registry by company number, which you can find in Open Corporates. The results will tell you the share capital, address and objective as well as the numbers of the documents filed by the company."
558,Commercial Registry of Mato Grosso du Sul,business,BR,,FALSE,TRUE,TRUE,https://portalservicos.jucemat.mt.gov.br/auth/realms/Portalservicos/protocol/openid-connect/auth?response_type=code&client_id=portalexterno&redirect_uri=http%3A%2F%2Fportalservicos.jucemat.mt.gov.br%2FPortal%2Fpages%2Fprincipal.jsf&state=163515%2F7f3e2f1e-1475-4d0e-9fdf-3816c3987d88&login=true,"JUCEMAT is a registry of companies registered in Mato Grosso, which you can search by company number. The results will tell you basic information such as address and the dates of when the company information was last updated."
584,Commercial Registry of Espírito Santo,business,BR,,FALSE,TRUE,TRUE,https://www.jucees.es.gov.br/consultaempresasn/,"In the commercial registry for Espirito Santo, you can look for a company by its number or name. You will get the address, type, activity, share capital, an overview of changes and management."
